sample,species
005596.png,fraxinus
030085.png,corylus
047888.png,alnus
034712.png,poaceae
005053.png,fagus
046654.png,fagus
034412.png,carpinus
009731.png,carpinus
044007.png,fraxinus
056992.png,betula
035019.png,tilia
086280.png,populus
090190.png,carpinus
081465.png,salix
036537.png,urticaceae
004784.png,betula
032709.png,cupressaceae
103132.png,salix
077415.png,fagus
081717.png,alnus
045045.png,urticaceae
016259.png,poaceae
046741.png,tilia
081508.png,alnus
088034.png,fraxinus
105452.png,carpinus
049412.png,quercus
000827.png,alnus
061799.png,salix
067276.png,fagus
010127.png,pinus
103617.png,carpinus
103995.png,poaceae
087675.png,corylus
050954.png,quercus
114377.png,picea
027319.png,carpinus
114413.png,alnus
056790.png,populus
042466.png,cupressaceae
033649.png,populus
033359.png,fagus
008962.png,urticaceae
012469.png,pinus
035583.png,salix
005091.png,poaceae
103908.png,picea
061327.png,populus
036348.png,betula
052700.png,fagus
028648.png,picea
092501.png,salix
011208.png,tilia
087847.png,fagus
007265.png,pinus
094705.png,tilia
095041.png,alnus
002003.png,carpinus
005864.png,fraxinus
066308.png,alnus
112601.png,salix
006206.png,betula
083308.png,cupressaceae
043053.png,quercus
021839.png,quercus
107566.png,fagus
022606.png,pinus
052778.png,salix
002337.png,alnus
002801.png,corylus
010091.png,betula
020319.png,picea
058560.png,fagus
042543.png,quercus
038513.png,picea
107792.png,urticaceae
079949.png,cupressaceae
041464.png,carpinus
079617.png,poaceae
109584.png,alnus
045551.png,fraxinus
008557.png,populus
098199.png,betula
042519.png,betula
061752.png,populus
065034.png,quercus
099232.png,poaceae
038561.png,betula
025830.png,fagus
052973.png,quercus
034597.png,alnus
110164.png,betula
024539.png,populus
050394.png,poaceae
042709.png,quercus
035192.png,urticaceae
013748.png,cupressaceae
084668.png,urticaceae
057085.png,quercus
070251.png,alnus
113932.png,tilia
070432.png,cupressaceae
076197.png,alnus
075420.png,corylus
112696.png,alnus
016536.png,carpinus
072893.png,betula
005892.png,populus
009692.png,cupressaceae
098538.png,poaceae
098938.png,salix
004364.png,fagus
041295.png,tilia
020067.png,quercus
090613.png,tilia
080742.png,cupressaceae
091773.png,cupressaceae
089682.png,urticaceae
045746.png,urticaceae
044500.png,betula
104397.png,fagus
073497.png,picea
087249.png,carpinus
074485.png,cupressaceae
109964.png,urticaceae
108045.png,cupressaceae
039005.png,salix
092493.png,quercus
074609.png,poaceae
095709.png,urticaceae
034786.png,corylus
004586.png,picea
081949.png,picea
018173.png,fagus
014520.png,tilia
063310.png,urticaceae
058127.png,carpinus
089344.png,picea
106198.png,betula
032178.png,poaceae
113725.png,carpinus
100576.png,populus
060622.png,fraxinus
101649.png,urticaceae
097434.png,alnus
000958.png,fraxinus
110842.png,corylus
108181.png,urticaceae
022958.png,tilia
032772.png,tilia
009159.png,corylus
044439.png,pinus
002461.png,carpinus
046359.png,corylus
088512.png,salix
081227.png,pinus
026316.png,cupressaceae
019034.png,alnus
091299.png,alnus
090808.png,carpinus
009354.png,fraxinus
105324.png,urticaceae
029088.png,tilia
054390.png,carpinus
094991.png,carpinus
024229.png,cupressaceae
098035.png,fraxinus
052625.png,populus
099127.png,fraxinus
045278.png,picea
109728.png,corylus
042956.png,corylus
000923.png,tilia
112924.png,poaceae
020235.png,urticaceae
061929.png,populus
106637.png,poaceae
114753.png,picea
030981.png,fraxinus
045879.png,populus
062983.png,salix
021812.png,pinus
027279.png,quercus
019080.png,alnus
069746.png,tilia
046874.png,carpinus
089138.png,carpinus
048032.png,quercus
060888.png,corylus
058713.png,urticaceae
069741.png,corylus
061717.png,salix
053401.png,urticaceae
030624.png,poaceae
010227.png,populus
091163.png,carpinus
111756.png,fagus
115218.png,tilia
099725.png,tilia
103203.png,corylus
058759.png,quercus
008433.png,fagus
026111.png,carpinus
041892.png,corylus
112610.png,populus
065343.png,picea
066514.png,cupressaceae
058022.png,betula
026323.png,urticaceae
010455.png,carpinus
040055.png,carpinus
104755.png,corylus
023752.png,carpinus
045232.png,fagus
045112.png,fagus
015631.png,carpinus
108068.png,quercus
097851.png,picea
104988.png,corylus
035960.png,carpinus
108414.png,betula
006153.png,pinus
019187.png,corylus
064401.png,cupressaceae
061398.png,fagus
042184.png,pinus
085672.png,corylus
066271.png,betula
106421.png,betula
047917.png,corylus
108811.png,betula
056175.png,fraxinus
025473.png,quercus
113352.png,tilia
030761.png,cupressaceae
041130.png,poaceae
062087.png,quercus
003376.png,fraxinus
003542.png,populus
037200.png,urticaceae
090676.png,alnus
054808.png,poaceae
079764.png,quercus
053502.png,carpinus
012287.png,pinus
032073.png,quercus
021814.png,fraxinus
104517.png,betula
061090.png,betula
019758.png,cupressaceae
102662.png,cupressaceae
009787.png,urticaceae
041072.png,salix
048234.png,alnus
113957.png,populus
040440.png,pinus
005178.png,quercus
011793.png,carpinus
006821.png,corylus
014759.png,tilia
105064.png,alnus
025792.png,urticaceae
059233.png,poaceae
059600.png,urticaceae
055285.png,fraxinus
034105.png,poaceae
064698.png,cupressaceae
036430.png,salix
110926.png,cupressaceae
105273.png,cupressaceae
106511.png,picea
104618.png,populus
016730.png,pinus
071235.png,cupressaceae
063010.png,quercus
096520.png,betula
104655.png,poaceae
091506.png,tilia
021048.png,quercus
025339.png,picea
034193.png,alnus
078511.png,picea
103878.png,alnus
086833.png,poaceae
022711.png,tilia
018235.png,fraxinus
044835.png,fagus
054905.png,salix
057303.png,cupressaceae
037777.png,carpinus
076237.png,picea
016797.png,populus
069570.png,fagus
087154.png,alnus
080282.png,fagus
103215.png,corylus
065468.png,corylus
068888.png,poaceae
078239.png,salix
030571.png,alnus
012188.png,urticaceae
039352.png,populus
056396.png,picea
093508.png,cupressaceae
055759.png,urticaceae
043685.png,fagus
094610.png,fraxinus
038326.png,quercus
053220.png,tilia
001576.png,fagus
036025.png,carpinus
006895.png,picea
102823.png,salix
105745.png,fraxinus
040450.png,picea
066013.png,populus
041628.png,picea
048938.png,fraxinus
043683.png,fagus
103444.png,carpinus
100768.png,picea
109239.png,populus
033828.png,pinus
076816.png,poaceae
031745.png,carpinus
068092.png,fagus
028322.png,corylus
083831.png,alnus
067901.png,fagus
098607.png,pinus
012352.png,urticaceae
029404.png,urticaceae
077219.png,quercus
050043.png,fraxinus
032339.png,populus
102216.png,urticaceae
002019.png,cupressaceae
016226.png,carpinus
020051.png,cupressaceae
114872.png,populus
100309.png,alnus
026779.png,quercus
052664.png,pinus
049259.png,fagus
040306.png,betula
084550.png,betula
095229.png,betula
032068.png,picea
089579.png,urticaceae
058968.png,carpinus
051569.png,cupressaceae
028039.png,populus
073680.png,fraxinus
069386.png,populus
105565.png,pinus
111533.png,fagus
018309.png,urticaceae
075715.png,fraxinus
054436.png,urticaceae
106329.png,picea
090828.png,betula
003069.png,alnus
057042.png,fagus
075021.png,corylus
089220.png,tilia
023680.png,carpinus
028041.png,alnus
018604.png,salix
110057.png,fagus
064509.png,poaceae
061559.png,pinus
062955.png,betula
062291.png,poaceae
102225.png,poaceae
025804.png,quercus
049880.png,alnus
114195.png,fagus
012238.png,cupressaceae
062378.png,corylus
047563.png,fraxinus
064588.png,quercus
090284.png,carpinus
063527.png,corylus
037642.png,picea
018757.png,corylus
086341.png,fraxinus
110306.png,populus
060129.png,quercus
106956.png,populus
027549.png,poaceae
031644.png,picea
041326.png,salix
114751.png,betula
099585.png,cupressaceae
052330.png,tilia
080477.png,pinus
042393.png,fagus
069531.png,poaceae
035419.png,urticaceae
003062.png,fraxinus
079950.png,fagus
045355.png,pinus
006724.png,urticaceae
105561.png,poaceae
100131.png,tilia
084735.png,tilia
040239.png,salix
074914.png,picea
079665.png,fraxinus
031584.png,fraxinus
007980.png,tilia
095618.png,pinus
030935.png,cupressaceae
064971.png,fraxinus
051868.png,pinus
114747.png,salix
106346.png,pinus
006504.png,pinus
094423.png,salix
090381.png,fraxinus
109431.png,fagus
055813.png,carpinus
091650.png,salix
062020.png,fagus
059989.png,corylus
096971.png,populus
036155.png,quercus
056257.png,urticaceae
085676.png,corylus
002790.png,poaceae
053966.png,picea
089376.png,tilia
106730.png,salix
098899.png,fagus
097605.png,salix
019940.png,fraxinus
084549.png,quercus
080648.png,betula
048961.png,fraxinus
051217.png,quercus
098065.png,fagus
031217.png,fraxinus
063017.png,cupressaceae
099359.png,carpinus
050019.png,populus
074793.png,urticaceae
040901.png,tilia
055290.png,alnus
036985.png,populus
018998.png,betula
033619.png,quercus
051848.png,urticaceae
065207.png,urticaceae
104073.png,carpinus
029268.png,cupressaceae
096462.png,populus
080072.png,alnus
055853.png,betula
111681.png,poaceae
061329.png,betula
110601.png,picea
114559.png,poaceae
008543.png,fraxinus
111485.png,picea
007611.png,corylus
068729.png,cupressaceae
085951.png,picea
046501.png,fraxinus
096116.png,salix
019710.png,salix
082813.png,tilia
058584.png,fraxinus
041531.png,picea
067215.png,corylus
024132.png,quercus
082249.png,carpinus
059085.png,alnus
074235.png,corylus
016494.png,urticaceae
005250.png,quercus
076094.png,quercus
068693.png,populus
086811.png,cupressaceae
030244.png,carpinus
048133.png,fagus
106169.png,cupressaceae
010721.png,salix
113157.png,tilia
003668.png,pinus
099623.png,picea
086386.png,carpinus
018319.png,tilia
093813.png,poaceae
046765.png,picea
115225.png,populus
044931.png,tilia
085387.png,betula
008185.png,poaceae
101971.png,carpinus
067665.png,alnus
053893.png,fagus
058156.png,carpinus
086119.png,urticaceae
114508.png,tilia
033317.png,poaceae
107062.png,picea
016078.png,poaceae
046457.png,picea
058931.png,carpinus
100960.png,carpinus
092413.png,poaceae
078905.png,populus
092766.png,urticaceae
039316.png,tilia
047814.png,corylus
078111.png,alnus
023274.png,betula
010880.png,betula
108393.png,alnus
046610.png,alnus
109779.png,betula
033628.png,corylus
059674.png,tilia
078696.png,poaceae
052718.png,quercus
061917.png,urticaceae
113859.png,carpinus
079787.png,pinus
041301.png,carpinus
112366.png,pinus
011921.png,betula
014186.png,quercus
070893.png,populus
084258.png,tilia
018525.png,picea
036952.png,salix
065272.png,salix
026396.png,picea
108866.png,populus
011059.png,salix
093401.png,corylus
048719.png,fagus
067279.png,picea
089013.png,fraxinus
058009.png,poaceae
018475.png,poaceae
023792.png,cupressaceae
067400.png,pinus
073124.png,carpinus
057944.png,betula
097072.png,cupressaceae
084501.png,carpinus
000811.png,poaceae
010345.png,betula
017616.png,salix
028285.png,urticaceae
111926.png,quercus
067826.png,alnus
019775.png,poaceae
058242.png,tilia
022131.png,cupressaceae
110785.png,pinus
112779.png,tilia
114169.png,quercus
045897.png,alnus
038855.png,picea
099060.png,cupressaceae
024824.png,pinus
005987.png,poaceae
047417.png,urticaceae
102050.png,betula
091432.png,fraxinus
090665.png,populus
061226.png,quercus
065241.png,populus
080963.png,populus
006792.png,tilia
037566.png,betula
049384.png,fagus
061649.png,picea
056365.png,carpinus
023098.png,alnus
084877.png,alnus
082217.png,tilia
093497.png,tilia
010143.png,cupressaceae
064017.png,quercus
014824.png,populus
023012.png,pinus
030194.png,carpinus
095446.png,alnus
013538.png,quercus
074723.png,alnus
098477.png,urticaceae
053244.png,alnus
079891.png,quercus
043795.png,alnus
060940.png,picea
049920.png,pinus
008053.png,fraxinus
028484.png,urticaceae
114384.png,carpinus
008103.png,fagus
054633.png,tilia
001814.png,quercus
082559.png,quercus
098061.png,populus
091687.png,populus
021877.png,urticaceae
053575.png,corylus
018605.png,picea
030163.png,poaceae
019408.png,quercus
098410.png,corylus
031029.png,fagus
027847.png,fagus
092762.png,betula
066560.png,alnus
063876.png,carpinus
100646.png,urticaceae
032851.png,urticaceae
050032.png,carpinus
011244.png,populus
015617.png,picea
098779.png,corylus
042842.png,corylus
059496.png,pinus
087001.png,salix
043427.png,fraxinus
093748.png,alnus
076492.png,tilia
063047.png,cupressaceae
032100.png,urticaceae
045996.png,tilia
111747.png,quercus
036318.png,fraxinus
054422.png,fagus
005590.png,poaceae
052123.png,populus
017757.png,tilia
006402.png,poaceae
032965.png,quercus
046844.png,fraxinus
098919.png,picea
070864.png,carpinus
104402.png,corylus
073320.png,populus
040727.png,corylus
026018.png,salix
109191.png,pinus
049550.png,urticaceae
064665.png,carpinus
087426.png,fagus
025034.png,salix
032314.png,corylus
106860.png,betula
074856.png,poaceae
036915.png,urticaceae
024421.png,betula
026278.png,fraxinus
022683.png,pinus
010385.png,fagus
093127.png,quercus
085675.png,alnus
044993.png,alnus
077902.png,betula
061068.png,fagus
019835.png,picea
073042.png,carpinus
057034.png,cupressaceae
113336.png,fagus
022188.png,salix
055727.png,fraxinus
039989.png,populus
063910.png,picea
028135.png,tilia
014928.png,populus
022012.png,tilia
050635.png,corylus
064016.png,picea
070135.png,fagus
086689.png,cupressaceae
091296.png,poaceae
067421.png,alnus
033673.png,quercus
033327.png,carpinus
080930.png,picea
089442.png,pinus
057873.png,quercus
077790.png,poaceae
030727.png,pinus
036074.png,carpinus
036730.png,alnus
114321.png,quercus
031943.png,quercus
051056.png,alnus
096947.png,urticaceae
000989.png,poaceae
066398.png,corylus
047905.png,fagus
099891.png,betula
095871.png,corylus
049957.png,corylus
072910.png,cupressaceae
058979.png,quercus
085709.png,fagus
108243.png,corylus
114600.png,urticaceae
092930.png,pinus
106347.png,alnus
072460.png,fraxinus
045676.png,alnus
087026.png,betula
041487.png,pinus
025655.png,fraxinus
073522.png,poaceae
094930.png,pinus
072532.png,salix
037544.png,urticaceae
010228.png,tilia
030359.png,fagus
096673.png,quercus
071401.png,cupressaceae
101400.png,pinus
103462.png,fagus
089182.png,fraxinus
092581.png,fraxinus
022117.png,cupressaceae
111624.png,corylus
033385.png,populus
034304.png,fagus
081125.png,poaceae
066550.png,salix
109772.png,carpinus
022793.png,tilia
017898.png,alnus
002869.png,fagus
017289.png,picea
072116.png,cupressaceae
000760.png,populus
015046.png,cupressaceae
073786.png,poaceae
090631.png,fagus
012859.png,alnus
075287.png,fagus
096820.png,poaceae
111601.png,poaceae
019963.png,corylus
016125.png,corylus
068313.png,cupressaceae
017319.png,corylus
013240.png,carpinus
103070.png,carpinus
094820.png,cupressaceae
037400.png,poaceae
070496.png,betula
060943.png,salix
113971.png,fraxinus
030941.png,cupressaceae
012812.png,salix
064768.png,carpinus
029323.png,corylus
012533.png,betula
074909.png,cupressaceae
031762.png,picea
038770.png,picea
082071.png,betula
036208.png,fraxinus
043733.png,alnus
071279.png,picea
065740.png,fraxinus
010735.png,salix
049961.png,fagus
007275.png,tilia
079182.png,fraxinus
012496.png,pinus
070844.png,populus
113919.png,salix
056132.png,fraxinus
055827.png,pinus
080410.png,tilia
057861.png,carpinus
083767.png,populus
065307.png,salix
039587.png,carpinus
024588.png,urticaceae
110020.png,carpinus
050476.png,tilia
113544.png,carpinus
013685.png,tilia
111287.png,quercus
033442.png,quercus
031419.png,poaceae
077556.png,quercus
025244.png,corylus
030313.png,cupressaceae
073002.png,poaceae
039132.png,picea
007773.png,pinus
028054.png,betula
069215.png,tilia
076499.png,alnus
063953.png,quercus
017361.png,tilia
052545.png,urticaceae
025884.png,populus
052191.png,salix
108572.png,carpinus
042072.png,cupressaceae
093705.png,pinus
069563.png,poaceae
020998.png,populus
012069.png,populus
060841.png,carpinus
049665.png,urticaceae
073999.png,fagus
065579.png,picea
108479.png,cupressaceae
090649.png,alnus
073591.png,urticaceae
004834.png,corylus
029079.png,fraxinus
049765.png,pinus
108907.png,picea
087081.png,urticaceae
059201.png,quercus
080777.png,salix
088351.png,carpinus
072155.png,alnus
042776.png,populus
106183.png,carpinus
110148.png,betula
042122.png,betula
006591.png,fraxinus
101735.png,cupressaceae
008919.png,alnus
113466.png,poaceae
026244.png,pinus
110375.png,carpinus
063148.png,betula
026883.png,betula
017536.png,carpinus
062248.png,corylus
069178.png,cupressaceae
104909.png,fagus
082623.png,salix
095859.png,fraxinus
002315.png,fraxinus
101871.png,pinus
088419.png,carpinus
083179.png,populus
082706.png,fraxinus
103300.png,quercus
010293.png,quercus
068723.png,urticaceae
060666.png,pinus
026197.png,quercus
033541.png,tilia
073612.png,alnus
046793.png,carpinus
031024.png,quercus
073815.png,betula
047582.png,picea
069373.png,corylus
052138.png,fraxinus
080527.png,poaceae
041382.png,poaceae
106644.png,corylus
096925.png,populus
017281.png,picea
002125.png,populus
034780.png,carpinus
043168.png,quercus
017880.png,fagus
052727.png,picea
003253.png,fraxinus
015126.png,poaceae
026713.png,populus
078246.png,betula
025739.png,fraxinus
021496.png,picea
108538.png,betula
057848.png,carpinus
015230.png,pinus
082939.png,alnus
026582.png,picea
025961.png,salix
023787.png,fraxinus
041255.png,poaceae
086215.png,urticaceae
064751.png,alnus
017804.png,populus
079070.png,urticaceae
094271.png,betula
030396.png,betula
007553.png,tilia
